national_absolute_potential_rank,area_id,postal_code,area_name,municipality_code,lat,lon,national_absolute_potential_score,estimated_switchers,population_final,estimated_commuters_base,jspi_score,recommended_campaign_type,recommendation_reason,data_confidence_level,commuting_data_source
1456,92320,92320,Siikajoki Keskus,748,64.83206902188653,24.66284738834087,28.0,2.2437973327904515,883.0,114.1,15.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1457,32560,32560,Virttaa,430,60.942429545921286,22.62193865868188,28.0,1.0111180726461653,432.0,62.99999999999999,15.2,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1458,61250,61250,Jalasto,301,62.552044730795735,22.63849883095515,27.9,3.4962322921091205,265.0,42.0,21.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1459,61630,61630,Hirvijärvi,301,62.48733429222463,22.903856001517724,27.9,3.48267238163835,273.0,42.0,21.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1460,04820,04820,Kaukalampi,505,60.7120910299956,25.365367177903476,27.9,3.4495993598154118,283.0,48.65,23.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1461,32830,32830,Riste,271,61.27751245910461,22.422200668052195,27.9,3.021146021922178,431.0,56.699999999999996,18.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1462,42440,42440,Koskenpää,182,62.121611817515856,25.141318579898968,27.9,2.8469100152332456,555.0,62.3,19.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1463,23210,23210,Vehmaa,918,60.66237725660761,21.656668092910955,27.9,2.7701745142536702,518.0,76.64999999999999,15.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1464,61180,61180,Haapaluoma,743,62.555850591218544,23.234964922317594,27.9,1.6416427706901906,191.0,27.299999999999997,18.3,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1465,52320,52320,Vitsiälä,491,61.56380212256804,27.245304658403665,27.8,3.1988693960043775,341.0,52.15,22.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1466,36430,36430,Pakkala,211,61.4461087446631,24.413558169889598,27.8,2.99016442995706,419.0,61.949999999999996,21.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1467,85560,85560,Ainastalo,535,63.83778764129684,25.00148011552843,27.8,2.950438285882693,436.0,62.99999999999999,18.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1468,96100,96100,Rovaniemi Keskus,698,66.52874357997148,25.657401195636538,27.8,0.0,11448.0,1857.4499999999998,25.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1469,41580,41580,Sauvamäki,077,62.31106631441462,26.632574012603104,27.7,3.644530045584547,211.0,31.849999999999998,18.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1470,25560,25560,Koski Asemanseutu,734,60.17734437395344,23.278689567765014,27.7,3.2590524612710534,180.0,24.849999999999998,21.9,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1471,31610,31610,Vaulammi,169,60.76777140087499,23.405521231591607,27.7,2.9342378181868547,404.0,63.349999999999994,18.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1472,90480,90480,Hailuoto,072,65.02262058054184,24.79643095336788,27.7,2.126365466523588,912.0,113.05,11.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1473,66360,66360,Kesti,301,62.637537245053444,21.895787885025015,27.6,3.2594568884942894,340.0,38.849999999999994,21.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1474,41325,41325,Laukkavirta,410,62.37493234811909,26.049451277077964,27.6,3.151318182073695,341.0,44.099999999999994,21.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1475,74230,74230,Salahmi,925,63.83597195614705,26.90232412850294,27.6,2.992875314997041,374.0,56.699999999999996,15.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1476,19160,19160,Huutotöyry,142,61.09348147000078,26.16922524832906,27.6,2.743285819713312,497.0,69.64999999999999,17.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1477,63500,63500,Lehtimäki Keskus,005,62.83085157241472,23.984663369074067,27.6,2.2764711503533457,805.0,99.75,16.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1478,95600,95600,Ylitornio Keskus,976,66.31978617648122,23.77802697210446,27.6,1.4050498613614892,1858.0,219.1,13.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1479,85200,85200,Alavieska Keskus,009,64.18921420706565,24.332895878149635,27.6,1.2685555384402172,1929.0,261.45,13.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1480,86710,86710,Kärsämäki Keskus,317,63.9255759616531,25.869455380454554,27.6,1.1242380887009946,2360.0,301.34999999999997,12.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1481,77430,77430,Siikamäki,593,62.27146094374069,27.416860980668318,27.5,3.1259705245602394,350.0,47.599999999999994,19.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1482,36810,36810,Kuhmalahti Keskus,211,61.51519435711482,24.52242098328411,27.5,2.74908223032862,506.0,66.5,21.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1483,46750,46750,Liikkala,286,60.697589437783556,27.00136320713941,27.4,3.386239324755766,247.0,35.699999999999996,24.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1484,17320,17320,Asikkala,016,61.26781544867855,25.51931268376645,27.4,3.243558535238715,294.0,40.25,19.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1485,07550,07550,Torpinkylä,616,60.61804427139591,25.50055996479167,27.4,3.240257907819303,267.0,43.75,16.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1486,62230,62230,Jylhä,233,63.12744990057944,23.14511004158028,27.3,2.9504980768006304,349.0,57.4,20.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1487,79480,79480,Kangaslampi Keskus,915,62.28650751716925,28.271136637214326,27.3,2.8161251527532847,475.0,52.15,20.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1488,95700,95700,Pello Keskus,854,66.81730753244453,23.915259076422508,27.3,1.2540421787671836,2037.0,229.6,12.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1489,25500,25500,Perniö Keskus,734,60.11321878416193,23.036211869232304,27.3,0.0,3157.0,414.04999999999995,14.4,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1490,16230,16230,Artjärvi Kirkonkylä,560,60.733603669988256,26.102486312975298,27.2,3.1706445346032313,299.0,38.15,20.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1491,21820,21820,Kumila,636,60.751737474675764,22.806160830812058,27.2,3.0514247211424976,319.0,45.849999999999994,18.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1492,27600,27600,Hinnerjoki,050,60.980075811085285,21.99766874778354,27.2,2.2960889158955617,653.0,93.8,18.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1493,71660,71660,Leinolanlahti,297,63.05302946969412,27.277505511945556,27.2,2.2923472627443573,99.0,15.399999999999999,20.8,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1494,21600,21600,Parainen Keskus,445,60.22262085491216,22.2400447189368,27.2,0.0,10393.0,1559.9499999999998,14.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1495,77520,77520,Haapakoski-Partaharju,593,62.46672228712489,27.10864429479776,27.1,3.6938120236113265,153.0,24.5,22.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1496,36720,36720,Aitoo,635,61.33944662481684,24.51617969496634,27.1,2.584789719760439,497.0,67.19999999999999,16.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1497,32440,32440,Alastaro Keskus,430,60.974109786005315,22.885418193702822,27.1,0.0,1657.0,198.1,12.4,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1498,81235,81235,Lehtoi,276,62.63336706649286,30.13109459294787,27.0,3.2235927041237153,252.0,39.55,20.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1499,83960,83960,Koli,422,63.10904575954659,29.803426204853803,27.0,3.116685059038747,271.0,42.699999999999996,17.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1500,66460,66460,Haapala,399,62.892548150806526,22.075858588865508,27.0,2.9536571274787433,330.0,46.199999999999996,18.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1501,54270,54270,Vainikkala,405,60.863555817404354,28.341455760340263,27.0,2.8931063168860804,379.0,44.8,23.3,asema- ja junakampanja,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1502,64770,64770,Äystö,846,62.4887676975533,21.94311962406139,27.0,2.6176565483062664,454.0,62.99999999999999,16.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1503,04840,04840,Hautjärvi,505,60.72653006845033,25.48499845670515,26.9,3.3191950122593408,220.0,35.0,23.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1504,32140,32140,Ypäjä Asemanseutu,981,60.86398161137829,23.227018986153805,26.9,3.1075158456242646,256.0,39.55,16.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1505,66710,66710,Kaitsor,946,63.27465186639782,22.230759570308127,26.8,3.116871455022341,246.0,42.349999999999994,18.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1506,81810,81810,Jamali,422,63.36657299094644,29.853877148368838,26.8,3.1138524185229195,274.0,34.3,18.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1507,69410,69410,Sykäräinen,849,63.610029706669366,24.422885166374076,26.8,2.758152315079556,378.0,49.0,14.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1508,34180,34180,Länsi-Teisko,980,61.742935927819964,23.695343847805297,26.8,2.4616793258830585,132.0,15.049999999999999,19.2,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1509,22160,22160,Järsö,417,60.0227506275416,19.977643517892414,26.7,2.7602764348394815,346.0,50.4,13.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1510,41770,41770,Leivonmäki,172,61.90936894798936,26.098674445807234,26.7,2.4127134444822,548.0,66.5,15.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1511,68930,68930,Purmo,599,63.52552946468172,22.989453930705295,26.7,2.0016308450946974,671.0,115.49999999999999,17.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1512,14700,14700,Hauho kk,109,61.19093520612595,24.596158438841528,26.7,1.248344400733398,1777.0,208.6,20.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1513,68150,68150,Hillilä,208,64.02858061619091,23.722997250768884,26.6,3.0116598615953865,279.0,38.5,20.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1514,42870,42870,Kotala,936,62.24145378559006,24.046463351270408,26.6,2.732993083857108,366.0,48.3,17.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1515,92470,92470,Tuomioja,748,64.60049798993431,24.9712983420967,26.5,3.074235312959315,239.0,36.4,17.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1516,12640,12640,Joentaka,433,60.713296080203826,24.498478007576452,26.5,2.8536022152309823,284.0,46.9,18.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1517,94900,94900,Ajos,240,65.66158217947314,24.56615385346317,26.4,2.864076896610736,306.0,40.949999999999996,21.9,asema- ja junakampanja,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1518,77330,77330,Virtasalmi Keskus,593,62.1203292448772,27.474300964266753,26.4,2.4173033973478746,518.0,59.849999999999994,18.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1519,95100,95100,Kuivaniemi Keskus,139,65.58017426204054,25.169358586504433,26.4,2.0775937849453183,764.0,77.0,17.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1520,71910,71910,Alapitkä,402,63.20014014187902,27.487087639675835,26.4,1.843218512267898,711.0,120.39999999999999,16.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1521,63800,63800,Soini Keskus,759,62.837543785441035,24.23271695128766,26.4,1.2936355396657444,1461.0,188.29999999999998,11.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1522,56800,56800,Simpele,689,61.468577274286076,29.31097245261084,26.4,1.0738238486459966,2123.0,220.85,11.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1523,48100,48100,Kotkansaari,285,60.36974243444056,27.032412492159914,26.4,0.0,10203.0,1224.3,15.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1524,07850,07850,Heikinkylä,407,60.578698794256745,26.256127098028376,26.3,2.9090578994509295,273.0,37.8,15.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1525,63920,63920,Inha,989,62.58491008782182,24.216228950513756,26.3,2.8746450292927705,294.0,37.449999999999996,16.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1526,98530,98530,Pyhätunturi,583,67.02250301981717,27.227690161540828,26.3,2.7170366265383863,268.0,54.25,12.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1527,44220,44220,Sörkänmäki,992,62.60430457953672,25.83931993342093,26.3,2.677770910509319,361.0,44.099999999999994,20.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1528,86810,86810,Pellikkaperä,626,63.64898618840443,25.972323946876934,26.2,3.259372792470524,165.0,21.0,19.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1529,61730,61730,Yli-Valli,301,62.369068760017264,22.994972967037796,26.2,3.224676378674767,202.0,24.849999999999998,21.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1530,79630,79630,Kolma,171,62.239612918915235,27.753629475938073,26.2,3.1154009207752975,208.0,29.4,18.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1531,63230,63230,Lentilä,300,62.704053951768955,23.553820859311042,26.2,2.863506345207885,271.0,37.449999999999996,17.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1532,45460,45460,Savero,286,60.83107916611205,26.982778638907675,26.1,3.26109937516851,179.0,24.849999999999998,24.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1533,08450,08450,Hormajärvi,444,60.270049031509814,23.99103510176449,26.1,2.996597886182559,240.0,30.45,24.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1534,45940,45940,Oravala,286,60.990788853795934,26.60833836468452,26.1,2.981101281799576,248.0,35.349999999999994,23.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1535,27450,27450,Harola,050,61.245942836533224,22.12922641122506,26.0,3.1598787517390643,184.0,26.599999999999998,21.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1536,91210,91210,Jakkukylä,139,65.28575563121514,25.63198831705313,26.0,2.3587997922908817,432.0,60.9,17.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1537,50520,50520,Moision Sairaala-alue,491,61.65761226933533,27.279149119444966,25.9,3.4033933231491864,117.0,18.9,28.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1538,12920,12920,Topeno,433,60.761199788732874,24.26552190836567,25.9,2.506410543192131,351.0,52.849999999999994,17.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1539,83750,83750,Sotkuma,607,62.73690471193056,29.40423391732055,25.9,2.0798960484667854,534.0,78.05,15.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1540,96900,96900,Saarenkylä,698,66.5460648400142,25.80231035361841,25.9,0.0,7314.0,1209.25,21.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1541,39380,39380,Lavajärvi,108,61.655050207827294,23.45636497097262,25.8,3.1044277554165607,165.0,29.749999999999996,20.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1542,29790,29790,Tuorila,484,61.870196142893356,21.674544793445374,25.7,2.6984959317184174,292.0,35.0,15.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1543,36640,36640,Iltasmäki,635,61.29531689517072,24.274855720256966,25.7,2.350644847020909,379.0,58.8,17.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1544,89600,89600,Ämmänsaari,777,64.83714223900431,29.002628685844925,25.7,0.36081790246376877,4557.0,510.65,11.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1545,41390,41390,Äijälä,410,62.51115813383799,26.068161675731595,25.6,2.245352291762688,374.0,54.25,20.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1546,98400,98400,Isokylä-Ryti-Lehtola,320,66.68307840289876,27.64266861193203,25.6,1.8998352537896601,582.0,86.8,15.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1547,62660,62660,Itäkylä,403,63.24792632327695,23.784842329921855,25.5,2.2080171731538707,458.0,56.0,13.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1548,81290,81290,Ukkola,167,62.9640178569919,30.189713593303598,25.4,2.947716198868799,192.0,22.75,23.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1549,27910,27910,Huovinrinne,783,61.03718220381727,22.42471389363939,25.4,2.9057787252502623,164.0,35.699999999999996,18.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1550,69170,69170,Yli-Kannus,217,63.86672986254235,24.022042400924793,25.4,2.6688086418324706,263.0,34.65,17.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1551,17470,17470,Maakeski,576,61.292877316281285,25.360121254355633,25.4,2.664656361532768,256.0,34.3,15.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1552,39960,39960,Sarvela,230,62.18017871212934,22.612002163708038,25.4,2.1948022311758404,406.0,58.099999999999994,13.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1553,85470,85470,Kiiskilampi,746,63.80280137477272,24.737501009309245,25.4,2.194452854791343,467.0,54.25,14.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1554,25420,25420,Lahnajärvi,734,60.37617706495679,23.72655545884028,25.3,2.744977348554802,133.0,18.9,22.1,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1555,93280,93280,Syöte,615,65.63728782468974,27.664364280667645,25.3,2.6696944437142567,248.0,34.3,15.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1556,34510,34510,Luode,980,61.962869307708424,23.520364011329143,25.3,2.4855575842025126,78.0,11.899999999999999,20.0,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1557,19410,19410,Kuortti,507,61.40690442095712,26.38495240322291,25.3,2.2073594841716275,425.0,54.25,17.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1558,69920,69920,Oksakoski-Kivikangas,584,63.24307747285089,24.251218407486032,25.3,2.1332732505497827,442.0,58.8,14.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1559,25180,25180,Romsila,734,60.402264172128746,23.36757114995124,25.3,1.7686865157441933,220.0,36.75,19.2,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1560,14810,14810,Pohjoinen,109,61.09955084967846,24.867770283067006,25.2,2.7248002820098365,236.0,32.199999999999996,23.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1561,16330,16330,Heinämaa,560,60.87493776576115,25.853560584038245,25.2,2.383650311112278,300.0,50.05,19.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1562,31720,31720,Urjalankylä-Kehro,887,61.08977525525078,23.418212651697793,25.2,2.2430593964528196,376.0,54.599999999999994,16.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1563,85100,85100,Kalajoki Keskus,208,64.28812069064102,23.88577724429895,25.2,0.0,7116.0,991.9,12.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1564,82510,82510,Kiteenlahti,260,62.06483269616773,30.275505606429828,25.1,2.6224242815397565,247.0,32.199999999999996,17.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1565,02470,02470,Upinniemi,257,60.018998801048106,24.357431064475595,25.1,2.400531955991825,228.0,43.05,23.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1566,85820,85820,Oksava,069,63.83025042813286,25.230754326335283,25.1,1.4897612831067848,794.0,110.6,15.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1567,96300,96300,Niemelänkangas - Korvanniemi,698,66.48204991910565,25.677373910931234,25.1,0.0,6063.0,1029.35,26.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1568,37310,37310,Tottijärvi,536,61.37762735050345,23.39399785435273,25.0,1.3048115683993424,912.0,144.54999999999998,18.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1569,14500,14500,Iittala,109,61.03980740325825,24.006383603817927,25.0,0.36992684172020296,3176.0,457.79999999999995,17.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
