underused_transit_potential_rank,area_id,postal_code,area_name,municipality_code,lat,lon,underused_transit_potential_score,car_pressure_score,public_transport_service_score,accessibility_score,travel_time_competitiveness_score_final,estimated_switchers,jspi_score,recommended_campaign_type,recommendation_reason,data_confidence_level,commuting_data_source
183,21200,21200,Raisio Keskus,680,60.482018425485606,22.14851880077641,79.7,0.6516059941098972,0.8016450384262329,0.9285557757057895,0.8524093333380556,892.6333699427204,77.6,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
184,02430,02430,Masala,257,60.164541628843985,24.53125348406808,79.6,0.6247238402225638,0.8204482461246052,0.9446856004314916,0.8701431878473598,414.43747368762837,71.8,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
185,00870,00870,Gunillanmäki - Hevossalmi,091,60.163772795147196,25.04813630117977,79.6,0.8921661407118342,0.7942564728309811,0.8252899308422509,0.806669856035489,395.7659034997329,80.2,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
186,04320,04320,Riihikallio,858,60.37257436748985,25.018544904850522,79.6,0.6750478936129312,0.8107805370018295,0.8960877037666567,0.8449034037077604,388.1337335105424,73.0,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
187,70340,70340,Inkilänmäki,297,62.914701139049605,27.682957641048873,79.6,0.6461477024667329,0.855151073243811,0.9117191787667442,1.0,297.6413136489094,70.3,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
188,40320,40320,Seppälän Teollisuusalue,179,62.26820355589834,25.788429191646145,79.5,0.7650375944773848,0.8028669843452336,0.8804695014878317,0.8339079912022729,360.4971512476943,75.1,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
189,05400,05400,Jokela,858,60.555506091083075,24.969525277222267,79.4,0.6092292815086402,0.7896633531716875,0.9773604139627083,0.8647421774880959,539.4930296851538,72.7,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
190,70700,70700,Särkiniemi,297,62.87494346370948,27.626679525756238,79.4,0.6469354764561351,0.8381096928197889,0.9037163468823273,1.0,299.609564701778,70.1,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
191,40400,40400,Halssila,179,62.24576654469095,25.795762024225905,79.3,0.7437201136252004,0.8024910357066064,0.9209821225891219,0.8498874704596127,274.62693728175384,72.7,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
192,40200,40200,Mannila-Taulumäki,179,62.261876404434496,25.73474298374619,79.2,0.7388264325972143,0.7844316729779499,0.9023116645861929,0.8315836696212471,333.4444462718868,73.6,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
193,20750,20750,Huhkola-Lauste-Vaala,853,60.43270269750771,22.345654068328795,79.2,0.7953852398661241,0.84456503163998,0.8853585700780178,0.8608824470151951,288.040225927464,75.1,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
194,20210,20210,Pahaniemi,853,60.45309631562591,22.20070419611267,79.2,0.7830711428094395,0.8573093483937884,0.8807999093144072,0.8667055727620359,243.02290071330253,73.7,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
195,04400,04400,Loutti,186,60.46873041957637,25.06538459928701,78.9,0.6735889040231925,0.7172928835099015,0.9635479990763278,0.815794929736472,863.2686406981514,77.3,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
196,70820,70820,Litmanen,297,62.83569192698281,27.65522212312466,78.8,0.7013561074388251,0.7481779143989957,0.8085202250573913,1.0,1134.0725691878977,78.6,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
197,40620,40620,Keskussairaala-alue-Kukkumäki,179,62.23033615167381,25.709203791064095,78.7,0.7444801600261044,0.8644732070508758,0.9382107267683695,0.8939682149378733,33.36284564398438,59.2,asema- ja junakampanja,joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
198,70150,70150,Neulamäki,297,62.88438175269071,27.61019731385986,78.6,0.6869817771377744,0.8229026995439019,0.8750597471252681,1.0,364.3688421286324,72.4,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
199,04310,04310,Tuusula Kirkonkylä,858,60.41344077759647,25.053120001705047,78.6,0.6513836528858891,0.8287499716013496,0.9030480857909566,0.8584692172771924,190.64907463323945,67.5,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
200,40420,40420,Jyskä,179,62.245409555699986,25.830769028681587,78.2,0.7448935481291887,0.7914478506707574,0.8735183849824241,0.8242760643954241,347.07065395954874,73.9,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
201,40630,40630,Kypärämäki,179,62.24126646363641,25.673364324441376,78.2,0.7278945988621022,0.8043534792871931,0.9373155639843398,0.8575383131660519,233.90459115493735,70.9,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
202,21260,21260,Ihala,680,60.46767167022518,22.168654998312583,78.0,0.6460918045556554,0.7951152672397894,0.8864178521331939,0.8316363011971513,272.9175225464943,69.3,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
203,02450,02450,Sundsberg,257,60.14827226084923,24.59850474662534,77.9,0.6338275277993808,0.7779820805796613,0.9031043594797736,0.8280309921397062,214.1623798733897,67.3,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
204,20900,20900,Moikoinen-Pikisaari,853,60.39758698982475,22.213183118216943,77.8,0.7749153339220592,0.7797808047513344,0.8215160893298346,0.7964749185827344,676.2661044102321,79.3,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
205,20100,20100,Turku Keskus,853,60.429715926588386,22.16198093984354,77.7,0.7766180485434226,0.7529124642468892,0.8132368865170734,0.7770422331549629,2032.5268861932477,81.0,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
206,02360,02360,Soukka,049,60.127526301585505,24.67277048357969,77.7,0.8868629729966919,0.7358505027119981,0.7882137357463733,0.7567957959257483,547.9896467269373,81.3,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
207,02410,02410,Gesterby,257,60.13569111617795,24.449880439420337,77.7,0.6336348992939846,0.8589931438843526,0.9473056242574691,0.8943181360335992,130.59266234488183,64.7,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
208,40250,40250,Ritoniemi-Lohikoski,179,62.279581889991135,25.758473557604503,77.6,0.770746039207276,0.7538403773104365,0.8710997502961232,0.8007441265047112,393.4216710384327,75.3,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
209,01750,01750,Keimola,092,60.34064788319552,24.803823180403207,77.4,0.8470355637509872,0.7662481415154028,0.8417376847079068,0.7964439587924044,56.214744459958915,64.3,bussikäytävä- ja pysäkkikampanja,joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
210,70840,70840,Jynkänmäki,297,62.84584570988028,27.700031277338127,77.2,0.6364695274935573,0.710505593772607,0.817942871145636,1.0,827.8658187869231,75.0,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
211,20400,20400,Moisio,853,60.54041936840197,22.296481625020597,77.2,0.7869471405245676,0.7365594558801538,0.8636552850650675,0.7873977875541193,260.9318693748466,72.7,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
212,21210,21210,Hakinmäki,680,60.48762312352525,22.08845675638154,77.0,0.6389301793485328,0.7552586385937663,0.9220666252304713,0.8219818332484483,192.6868716884318,66.3,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
213,70460,70460,Saarijärvi,297,62.91603703960471,27.703009925724807,76.9,0.6880686898250892,0.8120791505266698,0.8779671939569494,1.0,227.5265241170431,68.9,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
214,02940,02940,Lippajärvi-Järvenperä,049,60.26060247563118,24.70342356522361,76.8,0.8730480654114904,0.7292073015872282,0.7594814685212073,0.7413169683608198,626.2285044949177,81.2,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
215,70780,70780,Jynkkä,297,62.84825844836005,27.6593267475396,76.5,0.6986385670386761,0.738972487913472,0.8167335933855555,1.0,359.67767805162094,71.4,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
216,04460,04460,Nummenkylä,186,60.508950982434854,25.086763849998395,76.5,0.6515180979153352,0.7677246696556019,0.8964222387928931,0.8192036973105183,153.31033327061627,65.3,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
217,70280,70280,Länsi-Puijo,297,62.919199053950734,27.64004811770078,76.5,0.7044433545390705,0.7975365017607239,0.8508027253547235,1.0,137.91536610509937,65.9,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
218,00980,00980,Etelä-Vuosaari,091,60.19378807589995,25.147056116463762,76.2,0.8805486386262077,0.7151849723997095,0.8036228877060855,0.7505601385222599,1139.7715378849707,83.9,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
219,02970,02970,Kalajärvi,049,60.30980511623623,24.73085918620429,76.2,0.861788771897509,0.7259103167100622,0.7863543976749923,0.7500879490960343,229.9160292334656,73.9,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
220,02440,02440,Luoma,257,60.174720906845295,24.547155078485158,76.2,0.6080385023865449,0.8113514852648418,0.9592138498863958,0.8704964311134634,45.33820440021831,56.2,asema- ja junakampanja,joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
221,02920,02920,Niipperi,049,60.27994814770949,24.73898462063671,76.1,0.8825816800627226,0.7456380478171863,0.7233090699513931,0.7367064566708691,342.3266247189691,77.6,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
222,40800,40800,Vaajakoski,179,62.251926919599924,25.872524489749456,75.7,0.7369990182918185,0.7678922182906228,0.8552155457697787,0.8028215492822852,464.64039195196204,74.8,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
