underused_transit_potential_rank,area_id,postal_code,area_name,municipality_code,lat,lon,underused_transit_potential_score,car_pressure_score,public_transport_service_score,accessibility_score,travel_time_competitiveness_score_final,estimated_switchers,jspi_score,recommended_campaign_type,recommendation_reason,data_confidence_level,commuting_data_source
1359,25660,25660,Mathildedal,734,60.21617548102051,22.89965016208438,4.8,0.5920888651001655,0.21517274764910915,0.4516045965377544,0.5906556174096181,2.4430401633446595,21.5,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1360,42840,42840,Kolkki,508,62.131175872868965,24.213307581784793,4.8,0.3734887414641353,0.23765295135362455,0.5,0.71995299976084,2.40387141219805,17.1,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1361,12170,12170,Hietoinen,086,60.889306575750275,25.04661686594719,4.8,0.3866911939716742,0.27152044121787516,0.5010208145484903,0.3633205905501212,2.1859976370772096,17.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1362,90670,90670,Hiukkavaara,564,65.02206041938962,25.648009477955217,4.7,0.7422234657642889,0.0703231585274269,0.20333233329315784,0.12352682843371929,17.998121860272146,37.4,kevyt alueellinen joukkoliikenneviesti,korkea autoilupaine; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1363,31300,31300,Tammela Keskus,834,60.819454081894776,23.84227043924971,4.7,0.3930091979439207,0.15344980883645642,0.322165563985765,0.22093611089617987,14.33269013245338,27.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1364,56100,56100,Ruokolahti Keskus,700,61.298666192834574,28.847198010792813,4.7,0.3414771003527012,0.20161518279280288,0.41722532304086624,0.28785923889202825,11.597720534285916,25.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1365,07560,07560,Pukkila Keskus,616,60.64705359162052,25.56525611722255,4.7,0.2210771542107502,0.20455202209453796,0.39692892664242035,0.28150278391369093,9.613600096664543,21.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1366,38360,38360,Kiikoinen,790,61.461960397590985,22.579656099308,4.7,0.4934835595049379,0.22396780179136702,0.44143989900414216,0.3109566406764771,8.966533709007173,27.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1367,61310,61310,Panttila,301,62.67111444315239,22.38644596186839,4.7,0.4983868475829112,0.21978280398005776,0.46206600710469553,0.3166960852299129,7.055959483502538,25.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1368,49660,49660,Pyhältö,075,60.73932366148014,27.33620910409692,4.7,0.4792644924271218,0.24497199188233126,0.5,0.3469831951293988,5.84105011180681,24.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1369,62940,62940,Hoisko,005,63.03326680346024,23.87188925421443,4.7,0.3837411126208339,0.25413122827140633,0.5,0.3524787369628438,5.645346175763636,22.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1370,27910,27910,Huovinrinne,783,61.03718220381727,22.42471389363939,4.7,0.3673688916879122,0.25033555319045825,0.5,0.35020133191427494,2.9057787252502623,18.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1371,34180,34180,Länsi-Teisko,980,61.742935927819964,23.695343847805297,4.7,0.50268460453089,0.1748040218470517,0.3897328378401208,0.8666666666666666,2.4616793258830585,19.2,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1372,42850,42850,Pohjaslahti,508,62.16688983896691,24.11972480820755,4.7,0.3727231403646073,0.22756515947713493,0.4875146095708738,0.71995299976084,2.287755957004885,16.8,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1373,07720,07720,Malmgård,434,60.54972070332278,25.946643578956763,4.7,0.5029168267994422,0.1728344925861267,0.3612878447287828,0.7019341538856216,1.7664029513031065,17.8,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1374,56410,56410,Kaiturinpää,700,61.33833087013669,29.004187639629674,4.7,0.3351599953370067,0.2702247235056334,0.5775625533106147,0.39315985542762594,1.7447274404855186,15.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1375,83100,83100,Liperi Keskus,426,62.48579381003591,29.311742238460404,4.6,0.4391446449681463,0.1770283151063004,0.3813340735016995,0.25875061846446007,12.665590684680273,27.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1376,16320,16320,Pennala,560,60.88642972059623,25.668681275039777,4.6,0.5120555440096886,0.20723118632404994,0.3552153777227523,0.26642486288353084,9.116905219777557,27.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1377,86220,86220,Merijärvi Keskus,483,64.29552569554163,24.396395699653514,4.6,0.1445757994559262,0.2454983278860849,0.5,0.34729899673165093,7.519966695234074,18.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1378,54230,54230,Nuijamaa,405,60.95282085334872,28.526454995646862,4.6,0.5862136919255149,0.22961353351042685,0.4788698651094272,0.329316066150027,7.064442318532461,27.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1379,27110,27110,Irjanne,051,61.24239110813051,21.801559893808278,4.6,0.4376531245089512,0.2236021468223632,0.4488120628714869,0.3136861132420127,6.0576237375897835,23.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1380,25380,25380,Rekijoki,734,60.51250314922388,23.45593569957353,4.6,0.5926330921102234,0.12905193572955198,0.2876379281109501,0.5906556174096181,5.2113624052667396,24.9,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1381,25320,25320,Raatala,734,60.534143106669845,23.14318115502472,4.6,0.5579131284901897,0.12837185582611949,0.2670545083994045,0.5906556174096181,4.996752981443889,24.1,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1382,61350,61350,Huissi,145,62.74903282035103,22.39644829752776,4.6,0.4514577963822498,0.24450600559523655,0.49536750070349855,0.34485060363854136,4.596399068096236,22.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1383,10440,10440,Bollsta,710,60.11711073016902,23.511930039200898,4.6,0.5246754581374249,0.2453878326826628,0.4414660961581409,0.4415734373172192,4.541168419853281,23.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1384,61650,61650,Kalakoski,743,62.44213214906908,23.146810273808168,4.6,0.590673457644005,0.0865599146694221,0.19522809854549364,1.0,4.305089626267409,23.4,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1385,95980,95980,Ylläsjärvi,273,67.52966991045409,24.28057791079035,4.6,0.2753586411333709,0.24135556203046793,0.4817210187278818,0.3375017447094335,4.1598588642578305,18.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1386,41325,41325,Laukkavirta,410,62.37493234811909,26.049451277077964,4.6,0.4999292924371135,0.26629609958346534,0.4374881389468126,0.33477291532880427,3.151318182073695,21.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1387,09520,09520,Millola,444,60.34639428609008,24.032018446905425,4.6,0.6120674305709242,0.26367776136701954,0.4984339541725221,0.3575802384892206,1.6120528579897562,20.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1388,34530,34530,Länsi-Aure,980,61.975506951140794,23.377997593462435,4.6,0.5204733929127457,0.23082942381491917,0.4710599026219046,0.8666666666666666,1.1077235501615073,16.4,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1389,58200,58200,Kerimäki Keskus,740,61.96059658940886,29.252891641481085,4.5,0.5029987956140362,0.16587570149958553,0.345354007926538,0.2376670240703665,12.910733855815517,29.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1390,22150,22150,Jomala Centrum,170,60.13819999688127,19.99072409819129,4.5,0.15,0.14952970977538416,0.3118869105403603,0.2144725900813746,11.352096673083778,20.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1391,69300,69300,Toholampi Keskus,849,63.75285381962974,24.28938747925649,4.5,0.2660988973755601,0.1859132672878674,0.3749862006990094,0.2615424406523242,10.806981544068027,23.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1392,21930,21930,Uusikartano,636,60.8046573746583,22.447113760173437,4.5,0.3468986627370453,0.2419349124442225,0.5,0.3451609474665335,5.694780287932814,21.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1393,81120,81120,Katajaranta,276,62.85381916034087,29.79341149569225,4.5,0.4604374509943809,0.24485142943408067,0.5,0.3469108576604484,4.625991344632176,22.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1394,75650,75650,Savikylä,541,63.526368623793395,28.907978614243614,4.5,0.3397895488040707,0.25464895308352564,0.4792537670610491,0.34449087867453504,4.461842461096993,19.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1395,66840,66840,Pensala,893,63.33722102867747,22.542555464439126,4.5,0.3909190571372704,0.24686171632553466,0.504638479151356,0.34997242145586316,4.398599726811358,21.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1396,32140,32140,Ypäjä Asemanseutu,981,60.86398161137829,23.227018986153805,4.5,0.2566099609191991,0.26097073291627393,0.4888128726495737,0.3521075888095938,3.1075158456242646,16.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1397,55330,55330,Tiuruniemi,405,61.19653736559072,28.651924918910133,4.5,0.6401440809224054,0.2628527506598675,0.5080921444530633,0.36094850817714585,0.7961099228743486,18.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1398,03600,03600,Karkkila Keskus,224,60.56273108565254,24.13523433619753,4.4,0.3962824037985319,0.1090448049638421,0.23228632550433195,0.15834141318003805,15.165400109649637,28.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1399,86400,86400,Vihanti Keskus,678,64.45322366516878,24.99825287552752,4.4,0.5186954235375868,0.22768058535549618,0.3820846227614457,0.28944220031787604,9.40011268933864,28.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1400,63130,63130,Mäyry,300,62.76677220692596,23.4729417376498,4.4,0.3336863424071318,0.20708415708840783,0.4428745127938635,0.3014002993705901,6.283657762930638,21.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1401,52510,52510,Hietanen,097,61.55302683384158,26.96000835950248,4.4,0.2455316347434141,0.23159984694297459,0.4923789419589892,0.3359114849493804,5.117483555941359,18.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1402,87970,87970,Jormua,205,64.31881730675188,27.920079207756793,4.4,0.5253823342776078,0.0884921230265348,0.15751370466792025,1.0,4.996321380590888,23.2,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1403,71920,71920,Pajujärvi,402,63.2736867713558,27.46974268437828,4.4,0.3890801121399297,0.23785209219603995,0.49724211799282503,0.341608102514754,4.560597010229395,21.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1404,38760,38760,Venesjärvi,214,61.82307817094047,22.199510058467826,4.4,0.4053590262559412,0.24743257828596898,0.5,0.34845954697158144,4.523461932899107,21.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1405,62510,62510,Kuoppa-aho,052,63.36089900034832,23.456991737489304,4.4,0.2312448050752567,0.256145882250625,0.5,0.353687529350375,3.6331979584104244,16.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1406,54270,54270,Vainikkala,405,60.863555817404354,28.341455760340263,4.4,0.589352790150513,0.2685776830378585,0.3890434471958651,0.31676398870106115,2.8931063168860804,23.3,asema- ja junakampanja,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1407,67300,67300,Halkokari,272,63.88713475097556,23.104264509937952,4.3,0.567429967945138,0.11468608282357624,0.22295253369909795,0.15799266317378494,13.154285286619958,31.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1408,73300,73300,Nilsiä Keskus,297,63.23168073373926,28.10791557963372,4.3,0.6143829867130562,0.05400480071492725,0.07529700518084605,1.0,11.45209976362714,30.4,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1409,83700,83700,Polvijärvi Keskus,607,62.8583005840882,29.39546787972422,4.3,0.302496285815062,0.18111365567975354,0.3824292751637356,0.26163990347334637,10.607348037009682,23.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1410,78310,78310,Puurtila,915,62.35258187491018,27.92955011107433,4.3,0.5225902061294434,0.20983695555263404,0.3498313486225287,0.2658347127805919,7.711642708147476,27.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1411,50800,50800,Annilanselkä,491,61.63688040858528,27.345370367217768,4.3,0.5628166572885127,0.23073267007806642,0.4349278700060588,0.31241075004926333,5.426776209242406,25.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1412,31340,31340,Porras,834,60.76014083438665,23.89871484883696,4.3,0.3644027703947147,0.22958813344973306,0.4568590728282851,0.32049650920115386,5.156712691948544,21.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1413,07820,07820,Porlammi,407,60.683279118522336,25.979816072105148,4.3,0.2447212804943435,0.2502340042941392,0.5,0.35014040257648354,4.93196939338956,18.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1414,27840,27840,Kakkuri,783,61.080971770501144,22.397609292129857,4.3,0.345304590520199,0.22426758944063702,0.4980601121124484,0.3337845985093616,4.566961353028134,20.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1415,35530,35530,Lyly,177,61.89235471670001,24.52840679374082,4.3,0.2306523426100453,0.12355677383062597,0.26343430354821895,0.8824513272705152,3.5184501480391073,15.8,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1416,25630,25630,Finby,734,60.10854015663567,22.96514521433679,4.3,0.5531214118004832,0.17231811671709918,0.35254899198320055,0.5906556174096181,3.4770678597856137,22.2,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1417,95635,95635,Kaulinranta,976,66.48882980684559,23.728467885788774,4.3,0.2539449464059999,0.2603980599892986,0.552903896976872,0.37740039478432796,2.650444649860133,15.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1418,14840,14840,Sairiala,109,61.15224355985643,24.775892429843903,4.3,0.5783850712020692,0.2615785576633204,0.5,0.3569471345979922,2.2093359969825044,21.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1419,07350,07350,Gäddrag,638,60.29898096103897,25.888556941222873,4.3,0.6311253412937874,0.2022038137761396,0.40776701908663016,0.614871353596236,1.4478050164435683,19.7,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1420,65280,65280,Gerby,905,63.13416044311657,21.506121071309323,4.2,0.6246146439219684,0.08831322181092846,0.17509716489684343,0.12302679904529445,13.890735510888199,33.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1421,86100,86100,Pyhäjoki Keskus,625,64.46113533282758,24.229259102471183,4.2,0.2950667339884633,0.17763657152443896,0.35931039295821177,0.25030610009794807,9.02648663467585,22.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1422,41940,41940,Vesanka,179,62.28183973233484,25.474240988139538,4.2,0.7130681043860386,0.2220543876620812,0.2986381843324247,0.2526879063302186,8.518309186239781,32.1,kevyt alueellinen joukkoliikenneviesti,korkea autoilupaine; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1423,38800,38800,Jämijärvi Keskus,181,61.83175431632298,22.676896726786733,4.2,0.2255957455838418,0.1812763238594353,0.37238897847771874,0.2577213857067487,8.36898932047143,20.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1424,64720,64720,Perälä,846,62.45178134348913,21.598612255819518,4.2,0.3037591440164176,0.23966356529110394,0.48912625892182915,0.33944864274339404,5.123710475818081,19.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1425,73120,73120,Nerkoo-Horsmanmäki,402,63.43127943101543,27.353365565109165,4.2,0.3758838732060742,0.23273173076547257,0.42070958299410255,0.30792287165692456,4.963524100976233,21.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1426,66830,66830,Oravaisten Tehdas,946,63.32853043441243,22.392414510965054,4.2,0.3887340595365037,0.2224805706919912,0.4505446117123736,0.3137061871001442,4.802127290437771,21.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1427,41270,41270,Lannevesi,729,62.58730586874984,25.415972961011136,4.2,0.4012647057679303,0.2418904026336124,0.4838329511069905,0.3386674220229636,4.658554235426948,21.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1428,38740,38740,Hapuoja,214,61.80502024979345,22.29656142907509,4.2,0.4263540239598228,0.24927919310914895,0.4982720780333265,0.34887634707882,4.424316492389297,21.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1429,12630,12630,Sajaniemi,433,60.67803034797599,24.481777676882345,4.2,0.3913166186499275,0.24923495079775027,0.5,0.3495409704786502,3.6340137730131947,20.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1430,34270,34270,Velaatta,837,61.77079637493816,24.053239019167215,4.2,0.7603986089025125,0.07460021716530642,0.1609026602719151,0.95,3.5691409260392772,25.5,kevyt alueellinen joukkoliikenneviesti,korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1431,61250,61250,Jalasto,301,62.552044730795735,22.63849883095515,4.2,0.4619848123116334,0.24896497067493625,0.5,0.3493789824049618,3.4962322921091205,21.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1432,61630,61630,Hirvijärvi,301,62.48733429222463,22.903856001517724,4.2,0.4903119164666585,0.2426986839976682,0.48977084150201866,0.34152754699940835,3.48267238163835,21.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1433,71740,71740,Tavinsalmi,297,63.125589075625086,27.28386808913559,4.2,0.6259713470249637,0.1724512867661433,0.2629024535808847,1.0,1.670651724063191,19.8,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1434,44790,44790,Kotvala,931,63.218265447604445,25.405073917930427,4.2,0.2961484965329989,0.2757843610355891,0.5548248080004773,0.3874005398215444,0.5523925528127688,10.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1435,16600,16600,Järvelä,316,60.82979125926034,25.288416628542663,4.1,0.3231113590440856,0.18791466156937042,0.26423030314515006,0.21844091819968228,10.24959857124085,24.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1436,31760,31760,Urjala Keskus,887,61.103635823454134,23.547899118055984,4.1,0.3725491444335677,0.17706261739045603,0.3588848880261642,0.2497915256447393,8.80944593271748,24.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1437,59310,59310,Särkisalmi,580,61.61583710779177,29.47077759486818,4.1,0.3277923088533873,0.21047389653457502,0.43619797883502703,0.3007635294547558,5.908066279714945,21.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1438,78710,78710,Akonlahti,915,62.25770398266024,28.08072665131905,4.1,0.4674337080296121,0.2278708955187895,0.4655460319028059,0.3229409500723961,5.510098522431475,23.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1439,07680,07680,Juornaankylä,018,60.56160381023346,25.713358313249014,4.1,0.3158258821629391,0.22074393852525157,0.4232723876856627,0.30175531818941603,4.678863990135909,19.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1440,04820,04820,Kaukalampi,505,60.7120910299956,25.365367177903476,4.1,0.5799045046127864,0.20772902783769234,0.44312976984112395,0.301889324639065,3.4495993598154118,23.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1441,81235,81235,Lehtoi,276,62.63336706649286,30.13109459294787,4.1,0.4478856241757049,0.23620082979477602,0.5001017741733845,0.3417612075462194,3.2235927041237153,20.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1442,61640,61640,Ala-Valli,301,62.42752968186482,23.044614587486578,4.1,0.4445088021189369,0.2492862626306443,0.555192737511943,0.37164885258316377,2.614316024142828,19.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1443,71610,71610,Salonkulma,297,62.96594133775275,27.31702720862322,4.1,0.5682101833446233,0.20843794120769565,0.33399377169364686,1.0,0.07818544097966879,12.9,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1444,34600,34600,Ruovesi Keskus-Nenonen,702,61.971695829569306,24.017779386676196,4.0,0.3193626753336244,0.15769473849955945,0.3259785892714848,0.2250082788083296,9.198800165296205,23.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1445,58900,58900,Rantasalmi Keskus,681,62.10121992768567,28.290037126104316,4.0,0.2738855558174351,0.16270328989986513,0.3363867214672713,0.23217666252682762,9.091456056885118,22.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1446,62800,62800,Vimpeli Keskus,934,63.128685372735674,23.820603827976267,4.0,0.2602378909851151,0.15384361845423303,0.3216157651980915,0.2209524771517764,8.833109823343056,21.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1447,62500,62500,Evijärvi Keskus,052,63.38478848365638,23.412367109253175,4.0,0.2530962524243584,0.16262915154780794,0.3595658462280841,0.2414038294199184,7.793722604112022,20.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1448,09120,09120,Karjalohja,444,60.247999916340014,23.708446747744677,4.0,0.5947284190250047,0.1750248169442777,0.3551896684952395,0.24709075756466242,7.249698001697621,27.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1449,43900,43900,Kinnula Keskus,256,63.352617816294874,24.98535726369443,4.0,0.1656302675181508,0.21324313199240164,0.41069540329366344,0.2922240405129064,7.238749303715999,18.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1450,49460,49460,Hillo,075,60.52828425400927,27.162549215032264,4.0,0.5328710803173198,0.22619415884548785,0.390985913246245,0.2921108606057907,7.013642096007294,26.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
1451,04630,04630,Sääksjärvi,505,60.60502638833254,25.421891406979228,4.0,0.5754240819192273,0.16752815635150323,0.36498560919901507,0.24651113749050796,5.980251365994904,26.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
